package_path,source_path,deposit_group,file_type,size_bytes,sha256,status,notes
TMEM158_CaUPR_ESCC/03_scripts/R/run_tmem158_tac_high_specificity.R,03_scripts/R/run_tmem158_tac_high_specificity.R,code,R,15264,fe0ce7415e903b7d0e5b3a97b7b3746c5da00b30691857d36447fd3a358c4c72,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/R/run_tmem158_tac_high_transcriptome_program.R,03_scripts/R/run_tmem158_tac_high_transcriptome_program.R,code,R,20587,8e2658b1a8dadb046935201d8c75b7167d104a192a2b30759c97980da743c21d,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/enrichment/tmem158_axis_correlations_by_dataset.csv,04_results/enrichment/tmem158_axis_correlations_by_dataset.csv,machine_readable_results,csv,3399,82431a9a8e1a74fe5818d07e6b76f10baa8cdf5ae08728fb02ccbd3bfc051241,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/expression/tmem158_tumor_normal_tests.csv,04_results/expression/tmem158_tumor_normal_tests.csv,machine_readable_results,csv,579,7c020d04ccd4fdca0b3f28d90e354acbf8a7b7a693d4d76c05b0f30536359aca,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/gse221561/tmem158_gse221561_tac_compartment_paired_tests.csv,04_results/gse221561/tmem158_gse221561_tac_compartment_paired_tests.csv,machine_readable_results,csv,4728,5fd23d4d8aed2bc22460e33ecd3eef883b104da405fc67c6fe038043954d3cc8,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/gse221561/tmem158_gse221561_tac_context_status.csv,04_results/gse221561/tmem158_gse221561_tac_context_status.csv,machine_readable_results,csv,594,138b32b150dd6eeaa1e987d36346388ce89ffc76bebe406973f0985d0c31fc79,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/gse221561/tmem158_gse221561_tac_extract_sample_status.csv,04_results/gse221561/tmem158_gse221561_tac_extract_sample_status.csv,machine_readable_results,csv,742,ea2fc8387ca3c86cf8d2d6eb55db39e0d501a334db22ef483c2b7f7c1b8fbe62,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/gse221561/tmem158_gse221561_tac_extract_status.csv,04_results/gse221561/tmem158_gse221561_tac_extract_status.csv,machine_readable_results,csv,677,11d0f620a9ac9be0e5669318fdc847d1d2833f43478255484782e85a66f6ad4a,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/gse221561/tmem158_gse221561_tac_group_scores.csv,04_results/gse221561/tmem158_gse221561_tac_group_scores.csv,machine_readable_results,csv,571993,fd0300ae2e027fc13e9ea701da9236c2618d414f6efd291de626b3989ecdf44a,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/gse221561/tmem158_gse221561_tac_matched_sample_correlations.csv,04_results/gse221561/tmem158_gse221561_tac_matched_sample_correlations.csv,machine_readable_results,csv,881,ada4ad77b423bd1940e07e7345918ff8c5cbc90203c2ac20fca7f731def7b63c,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/gse221561/tmem158_gse221561_tac_matched_sample_scores.csv,04_results/gse221561/tmem158_gse221561_tac_matched_sample_scores.csv,machine_readable_results,csv,7969,0bd060054797825e087a5531c221a36665848ff17c0f0b346bd248f0e2a088d6,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/gse221561/tmem158_gse221561_tac_subtype_signature_summary.csv,04_results/gse221561/tmem158_gse221561_tac_subtype_signature_summary.csv,machine_readable_results,csv,7484,878e30b6f7948f8bccade7e8eccf2f95422a8e0bb55ad3f1091e07f4c2b9e636,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/gse221561/tmem158_gse221561_tac_target_gene_coverage.csv,04_results/gse221561/tmem158_gse221561_tac_target_gene_coverage.csv,machine_readable_results,csv,6214,b1192b9eb7326d559716931b4ba0064c36fcd28b8ce0f537628b41565c2d2a75,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/immune/tmem158_scrna_ecosystem_correlations.csv,04_results/immune/tmem158_scrna_ecosystem_correlations.csv,machine_readable_results,csv,679,e6c5ba4f892a663ac08bf616d9dcb0030691674f51372bcbc30aba591c5ffe32,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/immune/tmem158_scrna_rule_state_counts.csv,04_results/immune/tmem158_scrna_rule_state_counts.csv,machine_readable_results,csv,86,74a94c2e0f7007632cf42b9e76553810fcc06dd89552e7ee37054e5c6dd4da0e,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/immune/tmem158_scrna_rule_state_immune_tests.csv,04_results/immune/tmem158_scrna_rule_state_immune_tests.csv,machine_readable_results,csv,1227,e53391916c40a0cc07e5160ec55c54371a256382e3f56ca41e6d4cdfafc9fdda,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_axis_correlations.csv,04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_axis_correlations.csv,machine_readable_results,csv,7001,7ea4561863167eb4cffa3d4dcd074fe14c03f3cdc5fb622f5e71892bc8162718,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_axis_scores.csv,04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_axis_scores.csv,machine_readable_results,csv,11705,7e632805bf20724cb101f33985b0ba47862199d35f84bdf3c4c2e264e35020cf,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_axis_tests.csv,04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_axis_tests.csv,machine_readable_results,csv,1413,d18d374fd664ae1ddd463bc3144291e2914055e7661274687bb70c3591e6ee5b,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_extract_status.csv,04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_extract_status.csv,machine_readable_results,csv,359,454af34531082bf8f67f9b3d9da50385a5c0e8e35a260353a2942b85490e1313,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_gene_coverage.csv,04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_gene_coverage.csv,machine_readable_results,csv,3297,9a711f51bbf86dc426b64f2b158de1f70d760bf00da97d5b780782bf8e7859a2,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_gene_means.csv,04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_gene_means.csv,machine_readable_results,csv,686247,42db2df08464d99c769ce8b890e94551a2347f97c2c6b4ac916b141107d45fdb,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_pair_catalog.csv,04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_pair_catalog.csv,machine_readable_results,csv,4964,8583b36c9bb014b99d79dac61d42795ee4f07128ddb38a48925cf64f982552b9,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_pair_correlations.csv,04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_pair_correlations.csv,machine_readable_results,csv,103005,8816153e930fa8d94ce71e2bde6f8f556753947d20dba02741ba2acaa5b121d6,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_pair_scores.csv,04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_pair_scores.csv,machine_readable_results,csv,764843,d12de38aec9cd4b6e1bf699df4cbfc8cc96e071c8e954281d1cae05d804f1c8a,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_pair_tests.csv,04_results/ligand_receptor/tmem158_tac_high_caf_epi_lr_pair_tests.csv,machine_readable_results,csv,15299,0bfb454e5fad4bf97ab0384c5437d638a566ce921707b3a98907cafeed6578d1,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/mutation_cnv_methylation/tmem158_cbioportal_cnv_counts.csv,04_results/mutation_cnv_methylation/tmem158_cbioportal_cnv_counts.csv,machine_readable_results,csv,98,f0d206848ad744fae2a118777a8889e12efffae5eed5193743f9895d7fc26cca,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/mutation_cnv_methylation/tmem158_cbioportal_cnv_group_tests.csv,04_results/mutation_cnv_methylation/tmem158_cbioportal_cnv_group_tests.csv,machine_readable_results,csv,752,0237693ef76ad6610e17c169c1534e53d8e977a0b704683a18377552d082074c,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/04_results/mutation_cnv_methylation/tmem158_cbioportal_methylation_probe_correlations.csv,04_results/mutation_cnv_methylation/tmem158_cbioportal_methylation_probe_correlations.csv,machine_readable_results,csv,6659,26f450c1b0f0759d5b55f4b148835b1e006c21f2b17d8ff66edca3264f47e7c9,ready,Copied into standalone repository-release package.
