"model","gene_set","n_present","mean_z_in_set","mean_z_background","delta_mean_z","median_z_in_set","direction","p.value","leading_genes","FDR"
"Core_CAF_interaction","REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS",15,0.466580302791536,0.111695633162757,0.354884669628779,0.627826343456258,"positive",0.133734983340548,"PTK2;RAP1B;FN1;FGA;SRC;ITGB3;GRB2;SOS1;FGG;TLN1",0.232374196486524
"Core_CAF_interaction","REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN",11,0.439298993225746,0.111834660819297,0.32746433240645,0.53780785475552,"positive",0.134127115612287,"HBA2;RHAG;HBB;CA4;CYB5R4;CA1;SLC4A1;CYB5R2;CA2;CYB5R1",0.232786437373288
"Core_CAF_interaction","REACTOME_ORGANIC_ANION_TRANSPORTERS",9,0.502471745503767,0.111841642784725,0.390630102719042,0.839941433498313,"positive",0.134828832469629,"SLC25A1;SLC17A5;SLC25A11;SLC17A1;SLC25A22;SLC25A10;SLC5A5;SLC17A6;SLC17A7",0.233734411997523
"Core_CAF_interaction","REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_ACINAR_CELLS",27,0.316590814204072,0.111678722303558,0.204912091900514,0.503113855605223,"positive",0.135039199339659,"CPB1;SOX9;GATA4;REG1A;KLK1;PNLIPRP2;GP2;HNF1B;FOXA2;AQP8",0.233829397013258
"Core_CAF_interaction","REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY",52,-0.0700696610749248,0.112894129702731,-0.182963790777655,0.00838514103786462,"negative",0.135608228525728,"NRBF2;NCOR1;VDR;NR3C2;THRA;HNF4G;RARA;NR5A2;NR1I2;NR4A1",0.234081302280442
"Core_CAF_interaction","REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION",22,-0.114749789118025,0.112529511568212,-0.227279300686236,-0.150978811436119,"negative",0.135610298819362,"SERPIND1;F2;C1QBP;GP5;SERPINC1;F12;F11;GP9;PRCP;KLKB1",0.234081302280442
"Core_CAF_interaction","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",93,0.181414760238788,0.111601174891931,0.0698135853468573,0.293243202330495,"positive",0.135651905712751,"SNAP23;PSMD1;CHUK;PSMC3;PSMD7;PSMA3;PSMD11;PSMC4;PSMC1;PSMA1",0.234081302280442
"Core_CAF_interaction","REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION",10,0.486343077184856,0.111823102492119,0.374519974692737,0.519858644370452,"positive",0.136447745482856,"GNA11;PLCB3;PRKCA;GNAQ;PLCB1;CHRM3;MARCKS;GNA14;PLCB2;GNA15",0.235184588831116
"Core_CAF_interaction","REACTOME_NEUREXINS_AND_NEUROLIGINS",48,-0.0373629424475231,0.11270747890341,-0.150070421350933,0.0714762282654089,"negative",0.137026022969507,"SHARPIN;DLGAP4;LRRTM2;LIN7C;GRM5;CASK;GRIN1;EPB41L2;GRIN2B;PDLIM5",0.235859487271076
"Core_CAF_interaction","REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK",46,-0.106819293383501,0.112942183889655,-0.219761477273156,0.0154947491480422,"negative",0.137153154940067,"ARHGEF40;VAV2;GNA13;AKAP13;NET1;ARHGEF38;ARHGEF12;ARHGEF10;MAPK8;KALRN",0.235859487271076
